abstract,pub_date,type_of_material,word_count,print_page,headline,section_name,subsection_name
"With money flowing to candidates, bail funds and charities, the Democrats’ online donor platform processed over $60 million between Friday and Monday, a sign of strength for the party.",2020-06-01T17:37:00+0000,News,693,27,"Protests Spur Surge in Donations, Giving ActBlue Its Biggest Day of the Year",U.S.,Politics
"Iwi Fresh in Atlanta has survived with some creative thinking by its owner, Yolanda Owens.",2020-06-02T11:37:10+0000,News,1651,,A Spa’s Journey From Family Recipes to Whole Foods to ‘Survival Mode’,Business Day,
"In the universe of false online information, Mr. Floyd remains alive and George Soros is to blame for the protests.",2020-06-01T21:43:41+0000,News,1152,1,Misinformation About George Floyd Protests Surges on Social Media,Technology,
Working from home has highlighted and compounded the heavier domestic burden borne by women. Now office reopenings may force new career sacrifices.,2020-06-03T11:17:51+0000,News,1653,1,Pandemic Could Scar a Generation of Working Mothers,Business Day,Economy
The pandemic is threatening to derail the careers of an entire generation of working women.,2020-06-03T23:33:01+0000,briefing,864,,Coronavirus Briefing: What Happened Today,U.S.,
Here’s what you need to know.,2020-06-01T04:09:54+0000,briefing,1555,,"U.S. Protests, Coronavirus, SpaceX: Your Monday Briefing",Briefing,
"A Craftsman bungalow in Santa Monica, a renovated Edwardian house in Oakland and a Tudor Revival cottage in Napa.",2020-06-01T13:00:39+0000,News,1065,,"$800,000 Homes in California",Real Estate,
"A Craftsman bungalow in Santa Monica, a renovated Edwardian house in Oakland and a Tudor Revival cottage in Napa.",2020-06-01T13:00:33+0000,Slideshow,0,,"What You Get for $800,000 in California",Real Estate,
"Joseph Biden is showing that well-timed appearances from quarantine can be effective and powerful, though the dangers of a low profile are likely to escalate.",2020-06-01T09:01:09+0000,News,1679,14,"Biden Slowly Emerges From Seclusion, Hoping to Meet the Moment",U.S.,Politics
"Newark, New Jersey’s largest city, made no arrests and reported only minimal property damage during a weekend march.",2020-06-01T19:42:47+0000,News,1373,18,How a City Once Consumed by Civil Unrest Has Kept Protests Peaceful,New York,
"While many in the country abhor the kind of harassment Hana Kimura endured before her apparent suicide, some warn that cracking down on it could also chill rising internet activism.",2020-06-01T20:05:31+0000,News,1497,3,"After Reality Star’s Death, Japan Vows to Rip the Mask Off Online Hate",Business Day,
"More people have died from heart disease, diabetes and Alzheimer’s disease in New York and New Jersey in recent months than over the same period in previous years. Here’s how those deaths might be linked to the pandemic.",2020-06-01T14:47:59+0000,Interactive Feature,0,9,"There Has Been an Increase in Other Causes of Deaths, Not Just Coronavirus",U.S.,
"The rapper earned his first No. 1 with “Wunna,” and now all eyes are on Lady Gaga, whose “Chromatica” is expected to take the top spot next week.",2020-06-01T17:47:34+0000,News,348,5,Gunna Extends Hip-Hop’s Dominance on the Billboard Album Chart,Arts,Music
"After resisting calls to try to calm the public, the president chewed out governors and declared himself “your president of law and order.”",2020-06-02T11:00:20+0000,News,1219,,Trump Throws Fuel on the Fire,U.S.,Politics
"Protests following the death of George Floyd in Minneapolis swept across the state, prompting at least two countywide curfews in parts of Northern and Southern California.",2020-06-02T16:07:32+0000,News,245,,Photos and Videos From the California Protests,U.S.,
"Videos showed officers using batons, tear gas, pepper spray and rubber bullets on protesters and bystanders.",2020-06-01T00:45:13+0000,News,1539,1,"Facing Protests Over Use of Force, Police Respond With More Force",U.S.,
"After more than a decade of scandal, the sport can reintroduce itself to America by focusing on human drama and emotion.",2020-06-01T09:00:14+0000,Op-Ed,1230,,"When Baseball Comes Back, It Should Look Totally Different",Opinion,
"Readers call on white Americans to “wake up,” question the president’s credibility on police brutality, encourage “taking a knee” in peaceful protest, and more.",2020-06-01T18:32:46+0000,Letter,822,30,Voices in an America in the Throes of Crisis,Opinion,Letters
"Judges in Harris County, Texas, were far more likely to appoint lawyers who had donated to their campaigns to represent poor criminal defendants.",2020-06-01T09:00:22+0000,News,778,15,"Campaign Funds for Judges Warp Criminal Justice, Study Finds",U.S.,
"Quotation of the Day for Tuesday, June 2, 2020.",2020-06-02T05:19:49+0000,Quote,65,3,Quotation of the Day: Players and Leagues Speak Out and Show Up in Protest,Today’s Paper,
The case concerned the constitutionality of appointments to a government board charged with restructuring billions of dollars of debt.,2020-06-01T16:38:59+0000,News,858,15,Supreme Court Upholds Federal Response to Puerto Rico Debt,U.S.,
And what else you need to know today.,2020-06-02T10:44:22+0000,briefing,1649,,Voices From the Protests,Briefing,
"On Monday night, hosts talked about the protests, police brutality and racism. Jimmy Fallon started by addressing the fact that he’d worn blackface on “Saturday Night Live.”",2020-06-02T07:22:26+0000,News,767,,Late Night Doesn’t Feel Much Like Laughing,Arts,Television
"Laws against texting while driving sharply reduce fatalities among teenage drivers, according to a new analysis.",2020-06-02T20:36:16+0000,News,246,,Don’t Text and Drive to Save Young Lives,Well,
Mass protests denounce racial inequality and police violence: This is your morning tip sheet.,2020-06-01T11:00:38+0000,News,1211,,"The Nation Seethes, and Trump’s Response Follows a Pattern",U.S.,Politics
"The protests over the death of George Floyd, who was handcuffed and pinned down by a police officer’s knee on his neck in Minneapolis, continues in New York City on Monday.",2020-06-02T00:24:57+0000,Video,0,,Protests Over Racism and Police Violence Continue in New York,U.S.,
"The country has been hammered by years of war, hunger and disease. Is the world prepared to watch it “fall off the cliff?” a United Nations official asks.",2020-06-02T21:01:38+0000,News,690,,"Yemen Aid Falls Short, Threatening Food and Health Programs",World,Middle East
,2020-06-02T19:37:16+0000,,0,,Maryland Primary Election Results: Sixth Congressional District,U.S.,Elections
"We have mixed feelings about #BlackoutTuesday, too.",2020-06-03T00:40:30+0000,News,1275,1,When Did Instagram Go Dark?,Style,
Police are acting like the Constitution has been rewritten.,2020-06-03T08:50:05+0000,Video,0,,"The Bill of Rights, Revised",Opinion,
"During testimony to the Senate Judiciary Committee, the former deputy attorney general Rod J. Rosenstein defended his decision to appoint Robert S. Mueller III as special counsel for the Trump-Russia investigation.",2020-06-03T17:42:57+0000,Video,0,,Former Deputy Attorney General Rod Rosenstein Defends Mueller’s Appointment,U.S.,
"In this week’s newsletter, Stein discusses the N.B.A.’s plans to try to return from the coronavirus pandemic, with the backdrop the continuing reaction to the killing of George Floyd in Minneapolis.",2020-06-03T19:21:25+0000,News,2838,,The 6 N.B.A. Updates to Know,Sports,Pro Basketball
The Bundesliga has now played three dozen games under a coronavirus-inspired protocol. Can it help show leagues around the world how to get back in action?,2020-06-03T09:00:12+0000,News,4178,,German Soccer Tries to Kick Off a Comeback for Pro Sports,Magazine,
"Minnesota accused three more officers of breaking the law while detaining Mr. Floyd, satisfying one demand of demonstrators who have been gathering nightly in American cities.",2020-06-03T09:02:46+0000,News,4652,,Protesters Hail Charges Against Police but Seek Broader Change,U.S.,
"“On the Record” implicitly addresses longstanding criticism that black women have been overlooked in the conversation about sexual assault and power, but the film could have gone further.",2020-06-03T19:08:04+0000,News,1365,1,A Documentary for the #MeToo Era,Movies,
"The attorney general has long held an expansive view of presidential power. With multiple crises converging in the run-up to the 2020 election, he is busy putting his theories to work.",2020-06-01T09:00:11+0000,News,8955,20,William Barr’s State of Emergency,Magazine,
"A statue of the Confederate general in Richmond is controlled by the state, but the city’s mayor said he would propose a bill to remove additional Confederate monuments there.",2020-06-03T22:59:45+0000,News,576,17,Virginia Governor Plans to Order Robert E. Lee Statue Removed,U.S.,
"Mayor Bill de Blasio said a citywide curfew would be imposed for the remainder of the week, from 8 p.m. each evening until 5 a.m. the next morning.",2020-06-01T17:42:24+0000,News,3427,,"After Widespread Looting, Curfew Is Moved Up to 8 P.M.",New York,
Mass protests denounce racial inequality and police violence: This is your morning tip sheet.,2020-06-01T11:00:38+0000,News,1211,,"The Nation Seethes, and Trump’s Response Follows a Pattern",U.S.,Politics
"A decades-long Manhattan pickup basketball game is on hold because of the pandemic, creating an emotional void for its rotating cast of actors, executives and regular joes.",2020-06-01T07:00:09+0000,News,1449,1,A Basketball Brotherhood Calls Timeout,Sports,
Will weaponized racism destroy America?,2020-06-01T23:00:09+0000,Op-Ed,875,31,Trump Takes Us to the Brink,Opinion,
"The protests over the death of George Floyd, who was handcuffed and pinned down by a police officer’s knee on his neck in Minneapolis, continues in New York City on Monday.",2020-06-02T00:24:57+0000,Video,0,,Protests Over Racism and Police Violence Continue in New York,U.S.,
"The country has been hammered by years of war, hunger and disease. Is the world prepared to watch it “fall off the cliff?” a United Nations official asks.",2020-06-02T21:01:38+0000,News,690,,"Yemen Aid Falls Short, Threatening Food and Health Programs",World,Middle East
"Brian D. Miller, the White House lawyer tapped to oversee the Treasury Department’s $500 billion fund, has said he would not be influenced by political pressure.",2020-06-02T22:12:52+0000,News,527,,Senate Confirms Inspector General to Oversee Virus Bailout Funds,U.S.,Politics
"In February President Rodrigo Duterte had angrily sought to end the Visiting Forces Agreement, seen as a buffer against Chinese power. Analysts saw the reversal as a sign of new wariness toward China.",2020-06-02T15:11:53+0000,News,738,13,Philippines Backs Off Threat to Terminate Military Pact With U.S.,World,Asia Pacific
A retired minister is appalled at the president’s use of a “prop Bible” to pander to his evangelical base. Another writer bemoans his lack of compassion and empathy.,2020-06-02T19:04:09+0000,Letter,573,30,"Trump’s Threats, and a Photo Op at a Church",Opinion,Letters
"Ginraw, a new spirit from Barcelona, showcases Spain’s love for the spirit, and you can try a classic cocktail to go in Manhattan.",2020-06-01T23:46:44+0000,News,202,3,"Spanish Gin and a Cocktail, Too",Food,
The complaint said Google tracked and collected users’ browsing history even if they took steps to maintain their privacy.,2020-06-02T23:03:23+0000,News,448,6,Suit Claims Google’s Tracking Violates Federal Wiretap Law,Technology,
"Readers call on white Americans to “wake up,” question the president’s credibility on police brutality, encourage “taking a knee” in peaceful protest, and more.",2020-06-01T18:32:46+0000,Letter,822,30,Voices in an America in the Throes of Crisis,Opinion,Letters
The case concerned the constitutionality of appointments to a government board charged with restructuring billions of dollars of debt.,2020-06-01T16:38:59+0000,News,858,15,Supreme Court Upholds Federal Response to Puerto Rico Debt,U.S.,
